timestamp_us;participant;event;detail
1759671941895286;Sofiia;SESSION_START;-
1759671941922597;Sofiia;GET_READY;full_flexion
1759671941922597;Sofiia;AUTOPAUSE_NO_DATA;>0.75s
1759671941922597;Sofiia;MOVE_ABORT;full_flexion|USER_PAUSE
1759671941948801;Sofiia;PAUSE;user
1759671953797045;Sofiia;RESUME;user
1759671953825623;Sofiia;GET_READY;full_radial_flexion
1759671956841492;Sofiia;MOVE_START;full_radial_flexion
1759671959777282;Sofiia;MOVE_END;full_radial_flexion
1759671963516512;Sofiia;GET_READY;mild_flexion
1759671966528978;Sofiia;MOVE_START;mild_flexion
1759671969374794;Sofiia;MOVE_END;mild_flexion
1759671972943460;Sofiia;GET_READY;mild_extension
1759671975941585;Sofiia;MOVE_START;mild_extension
1759671980608907;Sofiia;MOVE_END;mild_extension
1759671984431783;Sofiia;GET_READY;mild_radial_flexion
1759671987423804;Sofiia;MOVE_START;mild_radial_flexion
1759671991937547;Sofiia;MOVE_END;mild_radial_flexion
1759671994931900;Sofiia;GET_READY;full_ulnar_flexion
1759671997935561;Sofiia;MOVE_START;full_ulnar_flexion
1759672000140518;Sofiia;MOVE_END;full_ulnar_flexion
1759672003506980;Sofiia;GET_READY;full_extension
1759672006503564;Sofiia;MOVE_START;full_extension
1759672008591233;Sofiia;MOVE_END;full_extension
1759672011123592;Sofiia;GET_READY;mild_ulnar_flexion
1759672014116414;Sofiia;MOVE_START;mild_ulnar_flexion
1759672018740856;Sofiia;MOVE_END;mild_ulnar_flexion
1759672021242329;Sofiia;GET_READY;full_flexion
1759672024239642;Sofiia;MOVE_START;full_flexion
1759672027477224;Sofiia;MOVE_END;full_flexion
1759672031013924;Sofiia;GET_READY;full_ulnar_flexion
1759672034014723;Sofiia;MOVE_START;full_ulnar_flexion
1759672038569554;Sofiia;MOVE_END;full_ulnar_flexion
1759672042583638;Sofiia;GET_READY;full_radial_flexion
1759672045584462;Sofiia;MOVE_START;full_radial_flexion
1759672048891277;Sofiia;MOVE_END;full_radial_flexion
1759672051107787;Sofiia;GET_READY;mild_radial_flexion
1759672054102695;Sofiia;MOVE_START;mild_radial_flexion
1759672056701418;Sofiia;MOVE_END;mild_radial_flexion
1759672059649018;Sofiia;GET_READY;full_extension
1759672062643904;Sofiia;MOVE_START;full_extension
1759672064658606;Sofiia;MOVE_END;full_extension
1759672067596238;Sofiia;GET_READY;full_flexion
1759672070606072;Sofiia;MOVE_START;full_flexion
1759672075288599;Sofiia;MOVE_END;full_flexion
1759672078864585;Sofiia;GET_READY;mild_ulnar_flexion
1759672081870786;Sofiia;MOVE_START;mild_ulnar_flexion
1759672084296868;Sofiia;MOVE_END;mild_ulnar_flexion
1759672087277138;Sofiia;GET_READY;mild_extension
1759672090280068;Sofiia;MOVE_START;mild_extension
1759672094817900;Sofiia;MOVE_END;mild_extension
1759672097111738;Sofiia;GET_READY;mild_flexion
1759672100111797;Sofiia;MOVE_START;mild_flexion
1759672102166544;Sofiia;MOVE_END;mild_flexion
1759672104220688;Sofiia;GET_READY;full_radial_flexion
1759672107231684;Sofiia;MOVE_START;full_radial_flexion
1759672111803161;Sofiia;MOVE_END;full_radial_flexion
1759672114115766;Sofiia;GET_READY;full_flexion
1759672117109277;Sofiia;MOVE_START;full_flexion
1759672121846148;Sofiia;MOVE_END;full_flexion
1759672124071442;Sofiia;GET_READY;mild_flexion
1759672127065859;Sofiia;MOVE_START;mild_flexion
1759672131476421;Sofiia;MOVE_END;mild_flexion
1759672134855807;Sofiia;GET_READY;mild_ulnar_flexion
1759672137857638;Sofiia;MOVE_START;mild_ulnar_flexion
1759672140640536;Sofiia;MOVE_END;mild_ulnar_flexion
1759672143335418;Sofiia;GET_READY;full_ulnar_flexion
1759672146329375;Sofiia;MOVE_START;full_ulnar_flexion
1759672148691666;Sofiia;MOVE_END;full_ulnar_flexion
1759672151813830;Sofiia;GET_READY;full_extension
1759672154827201;Sofiia;MOVE_START;full_extension
1759672158679569;Sofiia;MOVE_END;full_extension
1759672162543248;Sofiia;GET_READY;mild_radial_flexion
1759672165552889;Sofiia;MOVE_START;mild_radial_flexion
1759672167252313;Sofiia;MOVE_ABORT;mild_radial_flexion|USER_PAUSE
1759672167276030;Sofiia;PAUSE;user
1759672186432910;Sofiia;RESUME;user
1759672186447968;Sofiia;GET_READY;mild_extension
1759672189438370;Sofiia;MOVE_START;mild_extension
1759672193179278;Sofiia;MOVE_END;mild_extension
1759672196845977;Sofiia;GET_READY;mild_radial_flexion
1759672199858994;Sofiia;MOVE_START;mild_radial_flexion
1759672203989779;Sofiia;MOVE_END;mild_radial_flexion
1759672206539785;Sofiia;GET_READY;mild_flexion
1759672209537757;Sofiia;MOVE_START;mild_flexion
1759672214393369;Sofiia;MOVE_END;mild_flexion
1759672217778887;Sofiia;GET_READY;mild_ulnar_flexion
1759672220771815;Sofiia;MOVE_START;mild_ulnar_flexion
1759672225463980;Sofiia;MOVE_END;mild_ulnar_flexion
1759672228041051;Sofiia;GET_READY;full_radial_flexion
1759672231032843;Sofiia;MOVE_START;full_radial_flexion
1759672235750623;Sofiia;MOVE_END;full_radial_flexion
1759672237816960;Sofiia;GET_READY;full_extension
1759672240813392;Sofiia;MOVE_START;full_extension
1759672243848927;Sofiia;MOVE_END;full_extension
1759672247285184;Sofiia;GET_READY;mild_radial_flexion
1759672250297542;Sofiia;MOVE_START;mild_radial_flexion
1759672254463495;Sofiia;MOVE_END;mild_radial_flexion
1759672258023906;Sofiia;GET_READY;mild_extension
1759672261016231;Sofiia;MOVE_START;mild_extension
1759672265974439;Sofiia;MOVE_END;mild_extension
1759672268250978;Sofiia;GET_READY;full_ulnar_flexion
1759672271263712;Sofiia;MOVE_START;full_ulnar_flexion
1759672274195921;Sofiia;MOVE_END;full_ulnar_flexion
1759672277507783;Sofiia;GET_READY;full_flexion
1759672280504899;Sofiia;MOVE_START;full_flexion
1759672283608993;Sofiia;MOVE_END;full_flexion
1759672287079960;Sofiia;GET_READY;mild_extension
1759672290098975;Sofiia;MOVE_START;mild_extension
1759672294754732;Sofiia;MOVE_END;mild_extension
1759672296876347;Sofiia;GET_READY;mild_radial_flexion
1759672299886563;Sofiia;MOVE_START;mild_radial_flexion
1759672303088680;Sofiia;MOVE_END;mild_radial_flexion
1759672305910398;Sofiia;GET_READY;mild_ulnar_flexion
1759672308906643;Sofiia;MOVE_START;mild_ulnar_flexion
1759672312302077;Sofiia;MOVE_END;mild_ulnar_flexion
1759672315365588;Sofiia;GET_READY;full_flexion
1759672318361034;Sofiia;MOVE_START;full_flexion
1759672321566805;Sofiia;MOVE_END;full_flexion
1759672324553095;Sofiia;GET_READY;mild_flexion
1759672327555678;Sofiia;MOVE_START;mild_flexion
1759672331691919;Sofiia;MOVE_END;mild_flexion
1759672333756288;Sofiia;GET_READY;full_ulnar_flexion
1759672336755187;Sofiia;MOVE_START;full_ulnar_flexion
1759672341615233;Sofiia;MOVE_END;full_ulnar_flexion
1759672344546943;Sofiia;GET_READY;full_radial_flexion
1759672346199440;Sofiia;MOVE_ABORT;full_radial_flexion|USER_PAUSE
1759672346233266;Sofiia;PAUSE;user
1759672347443608;Sofiia;RESUME;user
1759672347459525;Sofiia;GET_READY;full_extension
1759672350456029;Sofiia;MOVE_START;full_extension
1759672353705982;Sofiia;MOVE_END;full_extension
1759672357185454;Sofiia;PAUSE;user
1759672357542425;Sofiia;GET_READY;full_radial_flexion
1759672358238645;Sofiia;MOVE_ABORT;full_radial_flexion|USER_PAUSE
1759672358254485;Sofiia;PAUSE;user
1759672360027134;Sofiia;SESSION_END;-
